X.TCGA.A1.A0SE.01A.	X.TCGA.BRCA.	X.0.7979.
TCGA-O1-A52J-01A	TCGA-LUAD	0,6489
TCGA-18-3406-01A	TCGA-LUSC	0,5279
TCGA-18-3407-01A	TCGA-LUSC	0,6126
TCGA-18-3408-01A	TCGA-LUSC	0,7141
TCGA-18-3409-01A	TCGA-LUSC	0,6749
TCGA-18-3410-01A	TCGA-LUSC	0,7645
TCGA-18-3411-01A	TCGA-LUSC	0,6655
TCGA-18-3412-01A	TCGA-LUSC	0,9025
TCGA-18-3414-01A	TCGA-LUSC	0,8835
TCGA-18-3415-01A	TCGA-LUSC	0,6181
TCGA-18-3416-01A	TCGA-LUSC	0,6465
TCGA-18-3417-01A	TCGA-LUSC	0,6331
TCGA-18-3419-01A	TCGA-LUSC	0,7034
TCGA-18-3421-01A	TCGA-LUSC	0,6573
TCGA-18-4083-01A	TCGA-LUSC	0,8171
TCGA-18-4086-01A	TCGA-LUSC	0,6836
TCGA-18-4721-01A	TCGA-LUSC	0,5327
TCGA-18-5592-01A	TCGA-LUSC	0,8393
TCGA-18-5595-01A	TCGA-LUSC	0,9493
TCGA-21-1070-01A	TCGA-LUSC	0,6078
TCGA-21-1071-01A	TCGA-LUSC	0,7243
TCGA-21-1072-01A	TCGA-LUSC	0,8646
TCGA-21-1075-01A	TCGA-LUSC	0,874
TCGA-21-1076-01A	TCGA-LUSC	0,3107
TCGA-21-1077-01A	TCGA-LUSC	0,6037
TCGA-21-1078-01A	TCGA-LUSC	0,9869
TCGA-21-1079-01A	TCGA-LUSC	0,7281
TCGA-21-1080-01A	TCGA-LUSC	0,8744
TCGA-21-1081-01A	TCGA-LUSC	0,6573
TCGA-21-1082-01A	TCGA-LUSC	0,6851
TCGA-21-1083-01A	TCGA-LUSC	0,7129
TCGA-21-5782-01A	TCGA-LUSC	0,6888
TCGA-21-5783-01A	TCGA-LUSC	0,7261
TCGA-21-5784-01A	TCGA-LUSC	0,3985
TCGA-21-5786-01A	TCGA-LUSC	0,7458
TCGA-21-5787-01A	TCGA-LUSC	0,614
TCGA-21-A5DI-01A	TCGA-LUSC	0,8983
TCGA-22-0940-01A	TCGA-LUSC	0,4622
TCGA-22-0944-01A	TCGA-LUSC	0,6573
TCGA-22-1000-01A	TCGA-LUSC	0,2998
TCGA-22-1002-01A	TCGA-LUSC	0,6123
TCGA-22-1005-01A	TCGA-LUSC	0,3405
TCGA-22-1011-01A	TCGA-LUSC	0,5828
TCGA-22-1012-01A	TCGA-LUSC	0,6215
TCGA-22-1016-01A	TCGA-LUSC	0,495
TCGA-22-1017-01A	TCGA-LUSC	0,774
TCGA-22-4591-01A	TCGA-LUSC	0,8583
TCGA-22-4593-01A	TCGA-LUSC	0,7136
TCGA-22-4594-01A	TCGA-LUSC	0,4618
TCGA-22-4595-01A	TCGA-LUSC	0,8806
TCGA-22-4596-01A	TCGA-LUSC	0,3332
TCGA-22-4599-01A	TCGA-LUSC	0,6362
TCGA-22-4601-01A	TCGA-LUSC	0,8997
TCGA-22-4604-01A	TCGA-LUSC	0,6601
TCGA-22-4605-01A	TCGA-LUSC	0,5712
TCGA-22-4607-01A	TCGA-LUSC	0,7496
TCGA-22-4609-01A	TCGA-LUSC	0,5383
TCGA-22-4613-01A	TCGA-LUSC	0,6471
TCGA-22-5471-01A	TCGA-LUSC	0,6566
TCGA-22-5472-01A	TCGA-LUSC	0,7454
TCGA-22-5473-01A	TCGA-LUSC	0,773
TCGA-22-5474-01A	TCGA-LUSC	0,5739
TCGA-22-5477-01A	TCGA-LUSC	0,8716
TCGA-22-5478-01A	TCGA-LUSC	0,5894
TCGA-22-5479-01A	TCGA-LUSC	0,5748
TCGA-22-5480-01A	TCGA-LUSC	0,716
TCGA-22-5481-01A	TCGA-LUSC	0,7686
TCGA-22-5482-01A	TCGA-LUSC	0,7887
TCGA-22-5483-01A	TCGA-LUSC	0,809
TCGA-22-5485-01A	TCGA-LUSC	0,8083
TCGA-22-5489-01A	TCGA-LUSC	0,5441
TCGA-22-5491-01A	TCGA-LUSC	0,8394
TCGA-22-5492-01A	TCGA-LUSC	0,5967
TCGA-22-A5C4-01A	TCGA-LUSC	0,8168
TCGA-33-4532-01A	TCGA-LUSC	0,836
TCGA-33-4532-01A	TCGA-LUSC	0,836
TCGA-33-4532-01A	TCGA-LUSC	0,836
TCGA-33-4533-01A	TCGA-LUSC	0,8335
TCGA-33-4533-01A	TCGA-LUSC	0,8335
TCGA-33-4533-01A	TCGA-LUSC	0,8335
TCGA-33-4533-01A	TCGA-LUSC	0,8335
TCGA-33-4533-01A	TCGA-LUSC	0,8335
TCGA-33-4538-01A	TCGA-LUSC	0,769
TCGA-33-4538-01A	TCGA-LUSC	0,769
TCGA-33-4538-01A	TCGA-LUSC	0,769
TCGA-33-4538-01A	TCGA-LUSC	0,769
TCGA-33-4538-01A	TCGA-LUSC	0,769
TCGA-33-4538-01A	TCGA-LUSC	0,769
TCGA-33-4538-01A	TCGA-LUSC	0,769
TCGA-33-4538-01A	TCGA-LUSC	0,769
TCGA-33-4538-01A	TCGA-LUSC	0,769
TCGA-33-4547-01A	TCGA-LUSC	0,8712
TCGA-33-4547-01A	TCGA-LUSC	0,8712
TCGA-33-4547-01A	TCGA-LUSC	0,8712
TCGA-33-4547-01A	TCGA-LUSC	0,8712
TCGA-33-4547-01A	TCGA-LUSC	0,8712
TCGA-33-4547-01A	TCGA-LUSC	0,8712
TCGA-33-4547-01A	TCGA-LUSC	0,8712
TCGA-33-4566-01A	TCGA-LUSC	0,6537
TCGA-33-4582-01A	TCGA-LUSC	0,6796
TCGA-33-4583-01A	TCGA-LUSC	0,7022
TCGA-33-4583-01A	TCGA-LUSC	0,7022
TCGA-33-4583-01A	TCGA-LUSC	0,7022
TCGA-33-4583-01A	TCGA-LUSC	0,7022
TCGA-33-4583-01A	TCGA-LUSC	0,7022
TCGA-33-4586-01A	TCGA-LUSC	0,5774
TCGA-33-4586-01A	TCGA-LUSC	0,5774
TCGA-33-6738-01A	TCGA-LUSC	0,6327
TCGA-33-6738-01A	TCGA-LUSC	0,6327
TCGA-33-6738-01A	TCGA-LUSC	0,6327
TCGA-33-6738-01A	TCGA-LUSC	0,6327
TCGA-33-6738-01A	TCGA-LUSC	0,6327
TCGA-33-6738-01A	TCGA-LUSC	0,6327
TCGA-33-A4WN-01A	TCGA-LUSC	0,7913
TCGA-33-A4WN-01A	TCGA-LUSC	0,7913
TCGA-33-A5GW-01A	TCGA-LUSC	0,9358
TCGA-33-A5GW-01A	TCGA-LUSC	0,9358
TCGA-33-A5GW-01A	TCGA-LUSC	0,9358
TCGA-33-AAS8-01A	TCGA-LUSC	0,8353
TCGA-33-AASB-01A	TCGA-LUSC	0,8472
TCGA-33-AASD-01A	TCGA-LUSC	0,8043
TCGA-33-AASI-01A	TCGA-LUSC	0,8567
TCGA-33-AASJ-01A	TCGA-LUSC	0,9253
TCGA-33-AASL-01A	TCGA-LUSC	0,8464
TCGA-34-2596-01A	TCGA-LUSC	0,7665
TCGA-34-2600-01A	TCGA-LUSC	0,944
TCGA-34-2604-01A	TCGA-LUSC	0,5686
TCGA-34-2605-01A	TCGA-LUSC	0,7013
TCGA-34-5232-01A	TCGA-LUSC	0,4285
TCGA-34-5240-01A	TCGA-LUSC	0,7721
TCGA-34-5241-01A	TCGA-LUSC	0,5134
TCGA-34-5928-01A	TCGA-LUSC	0,5653
TCGA-34-5929-01A	TCGA-LUSC	0,692
TCGA-34-7107-01A	TCGA-LUSC	0,7223
TCGA-34-8454-01A	TCGA-LUSC	0,5035
TCGA-34-8455-01A	TCGA-LUSC	0,6573
TCGA-34-A5IX-01A	TCGA-LUSC	0,7466
TCGA-37-3783-01A	TCGA-LUSC	0,5283
TCGA-37-3789-01A	TCGA-LUSC	0,7019
TCGA-37-3792-01A	TCGA-LUSC	0,5422
TCGA-37-4129-01A	TCGA-LUSC	0,6465
TCGA-37-4130-01A	TCGA-LUSC	0,5422
TCGA-37-4132-01A	TCGA-LUSC	0,7019
TCGA-37-4133-01A	TCGA-LUSC	0,7913
TCGA-37-4135-01A	TCGA-LUSC	0,8056
TCGA-37-4141-01A	TCGA-LUSC	0,7672
TCGA-37-5819-01A	TCGA-LUSC	0,8361
TCGA-37-A5EL-01A	TCGA-LUSC	0,9421
TCGA-37-A5EM-01A	TCGA-LUSC	0,604
TCGA-37-A5EN-01A	TCGA-LUSC	0,8846
TCGA-39-5011-01A	TCGA-LUSC	0,5233
TCGA-39-5016-01A	TCGA-LUSC	0,7433
TCGA-39-5019-01A	TCGA-LUSC	0,6534
TCGA-39-5021-01A	TCGA-LUSC	0,5422
TCGA-39-5022-01A	TCGA-LUSC	0,3782
TCGA-39-5024-01A	TCGA-LUSC	0,4369
TCGA-39-5027-01A	TCGA-LUSC	0,7369
TCGA-39-5028-01A	TCGA-LUSC	0,5509
TCGA-39-5029-01A	TCGA-LUSC	0,5575
TCGA-39-5030-01A	TCGA-LUSC	0,4087
TCGA-39-5031-01A	TCGA-LUSC	0,6254
TCGA-39-5034-01A	TCGA-LUSC	0,6667
TCGA-39-5035-01A	TCGA-LUSC	0,5896
TCGA-39-5036-01A	TCGA-LUSC	0,7588
TCGA-39-5037-01A	TCGA-LUSC	0,7058
TCGA-39-5039-01A	TCGA-LUSC	0,5831
TCGA-39-5040-01A	TCGA-LUSC	0,8039
TCGA-43-2576-01A	TCGA-LUSC	0,4527
TCGA-43-2578-01A	TCGA-LUSC	0,8513
TCGA-43-2581-01A	TCGA-LUSC	0,4379
TCGA-43-3394-01A	TCGA-LUSC	0,8665
TCGA-43-3920-01A	TCGA-LUSC	0,656
TCGA-43-5668-01A	TCGA-LUSC	0,502
TCGA-43-5670-01A	TCGA-LUSC	0,7508
TCGA-43-6143-01A	TCGA-LUSC	0,8458
TCGA-43-6647-01A	TCGA-LUSC	0,3975
TCGA-43-6770-01A	TCGA-LUSC	0,7717
TCGA-43-6771-01A	TCGA-LUSC	0,6494
TCGA-43-6773-01A	TCGA-LUSC	0,5098
TCGA-43-7656-01A	TCGA-LUSC	0,6644
TCGA-43-7657-01A	TCGA-LUSC	0,7292
TCGA-43-7658-01A	TCGA-LUSC	0,8274
TCGA-43-8115-01A	TCGA-LUSC	0,419
TCGA-43-A474-01A	TCGA-LUSC	0,836
TCGA-43-A475-01A	TCGA-LUSC	0,4973
TCGA-43-A56U-01A	TCGA-LUSC	0,4289
TCGA-43-A56V-01A	TCGA-LUSC	0,8744
TCGA-46-3765-01A	TCGA-LUSC	0,7446
TCGA-46-3766-01A	TCGA-LUSC	0,3905
TCGA-46-3767-01A	TCGA-LUSC	0,6325
TCGA-46-3768-01A	TCGA-LUSC	0,874
TCGA-46-3769-01A	TCGA-LUSC	0,6086
TCGA-46-6025-01A	TCGA-LUSC	0,7932
TCGA-46-6026-01A	TCGA-LUSC	0,8758
TCGA-51-4079-01A	TCGA-LUSC	0,7603
TCGA-51-4080-01A	TCGA-LUSC	0,93
TCGA-51-4081-01A	TCGA-LUSC	0,827
TCGA-51-6867-01A	TCGA-LUSC	0,7994
TCGA-52-7622-01A	TCGA-LUSC	0,5485
TCGA-52-7809-01A	TCGA-LUSC	0,6793
TCGA-52-7810-01A	TCGA-LUSC	0,7048
TCGA-52-7811-01A	TCGA-LUSC	0,4559
TCGA-52-7812-01A	TCGA-LUSC	0,6939
TCGA-56-1622-01A	TCGA-LUSC	0,9224
TCGA-56-5897-01A	TCGA-LUSC	0,3722
TCGA-56-5898-01A	TCGA-LUSC	0,7002
TCGA-56-6545-01A	TCGA-LUSC	0,4759
TCGA-56-6546-01A	TCGA-LUSC	0,4851
TCGA-56-7221-01A	TCGA-LUSC	0,7074
TCGA-56-7222-01A	TCGA-LUSC	0,6884
TCGA-56-7223-01A	TCGA-LUSC	0,9782
TCGA-56-7579-01A	TCGA-LUSC	0,6465
TCGA-56-7580-01A	TCGA-LUSC	0,666
TCGA-56-7582-01A	TCGA-LUSC	0,7664
TCGA-56-7730-01A	TCGA-LUSC	0,9094
TCGA-56-7731-01A	TCGA-LUSC	0,4905
TCGA-56-7822-01A	TCGA-LUSC	0,5781
TCGA-56-7823-01A	TCGA-LUSC	NA
TCGA-56-8082-01A	TCGA-LUSC	0,8211
TCGA-56-8083-01A	TCGA-LUSC	0,9587
TCGA-56-8201-01A	TCGA-LUSC	0,3661
TCGA-56-8304-01A	TCGA-LUSC	0,6573
TCGA-56-8305-01A	TCGA-LUSC	0,746
TCGA-56-8307-01A	TCGA-LUSC	0,6589
TCGA-56-8308-01A	TCGA-LUSC	0,6207
TCGA-56-8309-01A	TCGA-LUSC	0,4192
TCGA-56-8503-01A	TCGA-LUSC	0,4009
TCGA-56-8504-01A	TCGA-LUSC	0,6486
TCGA-56-8622-01A	TCGA-LUSC	0,6141
TCGA-56-8623-01A	TCGA-LUSC	0,5632
TCGA-56-8624-01A	TCGA-LUSC	0,7099
TCGA-56-8625-01A	TCGA-LUSC	0,4194
TCGA-56-8626-01A	TCGA-LUSC	0,7398
TCGA-56-8628-01A	TCGA-LUSC	0,6278
TCGA-56-8629-01A	TCGA-LUSC	0,7898
TCGA-56-A49D-01A	TCGA-LUSC	0,7062
TCGA-56-A4BW-01A	TCGA-LUSC	0,7019
TCGA-56-A4BX-01A	TCGA-LUSC	0,8206
TCGA-56-A4BY-01A	TCGA-LUSC	0,7913
TCGA-56-A4ZJ-01A	TCGA-LUSC	0,4783
TCGA-56-A4ZK-01A	TCGA-LUSC	0,6573
TCGA-56-A5DR-01A	TCGA-LUSC	0,7466
TCGA-56-A5DS-01A	TCGA-LUSC	0,5814
TCGA-56-A62T-01A	TCGA-LUSC	0,881
TCGA-58-A46J-01A	TCGA-LUSC	0,7761
TCGA-58-A46K-01A	TCGA-LUSC	0,7737
TCGA-58-A46L-01A	TCGA-LUSC	0,7019
TCGA-58-A46M-01A	TCGA-LUSC	0,7445
TCGA-58-A46N-01A	TCGA-LUSC	0,902
TCGA-60-2695-01A	TCGA-LUSC	0,79
TCGA-60-2696-01A	TCGA-LUSC	0,6792
TCGA-60-2697-01A	TCGA-LUSC	0,3589
TCGA-60-2698-01A	TCGA-LUSC	0,5914
TCGA-60-2703-01A	TCGA-LUSC	0,5999
TCGA-60-2704-01A	TCGA-LUSC	0,415
TCGA-60-2706-01A	TCGA-LUSC	0,659
TCGA-60-2707-01A	TCGA-LUSC	0,6296
TCGA-60-2708-01A	TCGA-LUSC	0,7129
TCGA-60-2709-01A	TCGA-LUSC	0,4263
TCGA-60-2710-01A	TCGA-LUSC	0,7792
TCGA-60-2711-01A	TCGA-LUSC	0,7982
TCGA-60-2712-01A	TCGA-LUSC	0,5043
TCGA-60-2713-01A	TCGA-LUSC	0,7603
TCGA-60-2714-01A	TCGA-LUSC	0,6126
TCGA-60-2715-01A	TCGA-LUSC	0,3431
TCGA-60-2716-01A	TCGA-LUSC	0,7931
TCGA-60-2719-01A	TCGA-LUSC	0,912
TCGA-60-2720-01A	TCGA-LUSC	0,6483
TCGA-60-2721-01A	TCGA-LUSC	0,7413
TCGA-60-2722-01A	TCGA-LUSC	0,9121
TCGA-60-2723-01A	TCGA-LUSC	0,6353
TCGA-60-2724-01A	TCGA-LUSC	0,7219
TCGA-60-2725-01A	TCGA-LUSC	0,4323
TCGA-60-2726-01A	TCGA-LUSC	0,7913
TCGA-63-5128-01A	TCGA-LUSC	0,8456
TCGA-63-5131-01A	TCGA-LUSC	0,7443
TCGA-63-6202-01A	TCGA-LUSC	0,4318
TCGA-63-7020-01A	TCGA-LUSC	0,6181
TCGA-63-7021-01A	TCGA-LUSC	0,511
TCGA-63-7022-01A	TCGA-LUSC	0,3308
TCGA-63-7023-01A	TCGA-LUSC	0,8653
TCGA-63-A5M9-01A	TCGA-LUSC	0,8116
TCGA-63-A5MB-01A	TCGA-LUSC	0,836
TCGA-63-A5MG-01A	TCGA-LUSC	0,6126
TCGA-63-A5MH-01A	TCGA-LUSC	0,7435
TCGA-63-A5MI-01A	TCGA-LUSC	0,7996
TCGA-63-A5MJ-01A	TCGA-LUSC	0,7913
TCGA-63-A5ML-01A	TCGA-LUSC	0,851
TCGA-63-A5MM-01A	TCGA-LUSC	0,4502
TCGA-63-A5MN-01A	TCGA-LUSC	0,3216
TCGA-63-A5MP-01A	TCGA-LUSC	0,6573
TCGA-63-A5MR-01A	TCGA-LUSC	0,7075
TCGA-63-A5MS-01A	TCGA-LUSC	0,5599
TCGA-63-A5MT-01A	TCGA-LUSC	0,6126
TCGA-63-A5MU-01A	TCGA-LUSC	0,8006
TCGA-63-A5MV-01A	TCGA-LUSC	0,6126
TCGA-63-A5MW-01A	TCGA-LUSC	0,8216
TCGA-63-A5MY-01A	TCGA-LUSC	0,8158
TCGA-66-2727-01A	TCGA-LUSC	0,7825
TCGA-66-2734-01A	TCGA-LUSC	0,5779
TCGA-66-2737-01A	TCGA-LUSC	0,5191
TCGA-66-2742-01A	TCGA-LUSC	0,737
TCGA-66-2744-01A	TCGA-LUSC	0,5138
TCGA-66-2753-01A	TCGA-LUSC	0,7495
TCGA-66-2754-01A	TCGA-LUSC	0,9556
TCGA-66-2755-01A	TCGA-LUSC	0,4474
TCGA-66-2756-01A	TCGA-LUSC	0,8456
TCGA-66-2757-01A	TCGA-LUSC	0,7913
TCGA-66-2758-01A	TCGA-LUSC	0,6709
TCGA-66-2759-01A	TCGA-LUSC	0,6908
TCGA-66-2763-01A	TCGA-LUSC	0,7982
TCGA-66-2765-01A	TCGA-LUSC	0,6465
TCGA-66-2766-01A	TCGA-LUSC	0,8428
TCGA-66-2767-01A	TCGA-LUSC	0,419
TCGA-66-2768-01A	TCGA-LUSC	0,7034
TCGA-66-2769-01A	TCGA-LUSC	0,4664
TCGA-66-2770-01A	TCGA-LUSC	0,6844
TCGA-66-2770-01A	TCGA-LUSC	0,6844
TCGA-66-2771-01A	TCGA-LUSC	0,5801
TCGA-66-2773-01A	TCGA-LUSC	0,6509
TCGA-66-2777-01A	TCGA-LUSC	0,8141
TCGA-66-2778-01A	TCGA-LUSC	0,7403
TCGA-66-2780-01A	TCGA-LUSC	0,6836
TCGA-66-2781-01A	TCGA-LUSC	0,7466
TCGA-66-2783-01A	TCGA-LUSC	0,7488
TCGA-66-2785-01A	TCGA-LUSC	0,5422
TCGA-66-2786-01A	TCGA-LUSC	0,6573
TCGA-66-2787-01A	TCGA-LUSC	0,6515
TCGA-66-2788-01A	TCGA-LUSC	0,5517
TCGA-66-2789-01A	TCGA-LUSC	0,6839
TCGA-66-2790-01A	TCGA-LUSC	0,7034
TCGA-66-2791-01A	TCGA-LUSC	0,6526
TCGA-66-2792-01A	TCGA-LUSC	0,7887
TCGA-66-2793-01A	TCGA-LUSC	0,9783
TCGA-66-2794-01A	TCGA-LUSC	0,7603
TCGA-66-2795-01A	TCGA-LUSC	0,7887
TCGA-66-2800-01A	TCGA-LUSC	0,6624
TCGA-68-7755-01A	TCGA-LUSC	0,7922
TCGA-68-7756-01A	TCGA-LUSC	0,6275
TCGA-68-7757-01A	TCGA-LUSC	NA
TCGA-68-8250-01A	TCGA-LUSC	0,6391
TCGA-68-8251-01A	TCGA-LUSC	0,5736
TCGA-68-A59I-01A	TCGA-LUSC	0,6344
TCGA-68-A59J-01A	TCGA-LUSC	0,7535
TCGA-6A-AB49-01A	TCGA-LUSC	0,7967
TCGA-70-6722-01A	TCGA-LUSC	0,536
TCGA-70-6723-01A	TCGA-LUSC	0,9697
TCGA-77-6842-01A	TCGA-LUSC	0,511
TCGA-77-6843-01A	TCGA-LUSC	0,7887
TCGA-77-6844-01A	TCGA-LUSC	0,7887
TCGA-77-6845-01A	TCGA-LUSC	0,9076
TCGA-77-7138-01A	TCGA-LUSC	0,6403
TCGA-77-7139-01A	TCGA-LUSC	0,7377
TCGA-77-7140-01A	TCGA-LUSC	0,8606
TCGA-77-7141-01A	TCGA-LUSC	0,7965
TCGA-77-7142-01A	TCGA-LUSC	0,7986
TCGA-77-7335-01A	TCGA-LUSC	0,5517
TCGA-77-7337-01A	TCGA-LUSC	0,6576
TCGA-77-7338-01A	TCGA-LUSC	0,6655
TCGA-77-7463-01A	TCGA-LUSC	0,6268
TCGA-77-7465-01A	TCGA-LUSC	0,6458
TCGA-77-8007-01A	TCGA-LUSC	0,381
TCGA-77-8008-01A	TCGA-LUSC	0,4526
TCGA-77-8009-01A	TCGA-LUSC	0,8611
TCGA-77-8128-01A	TCGA-LUSC	0,7697
TCGA-77-8130-01A	TCGA-LUSC	0,6221
TCGA-77-8131-01A	TCGA-LUSC	0,3242
TCGA-77-8133-01A	TCGA-LUSC	0,6246
TCGA-77-8136-01A	TCGA-LUSC	0,4786
TCGA-77-8138-01A	TCGA-LUSC	0,575
TCGA-77-8139-01A	TCGA-LUSC	0,4474
TCGA-77-8140-01A	TCGA-LUSC	0,6661
TCGA-77-8143-01A	TCGA-LUSC	0,7792
TCGA-77-8144-01A	TCGA-LUSC	0,6782
TCGA-77-8145-01A	TCGA-LUSC	0,6368
TCGA-77-8146-01A	TCGA-LUSC	0,7019
TCGA-77-8148-01A	TCGA-LUSC	0,7129
TCGA-77-8150-01A	TCGA-LUSC	0,7102
TCGA-77-8153-01A	TCGA-LUSC	0,7466
TCGA-77-8154-01A	TCGA-LUSC	0,8077
TCGA-77-8156-01A	TCGA-LUSC	0,4534
TCGA-77-A5FZ-01A	TCGA-LUSC	0,1926
TCGA-77-A5G1-01A	TCGA-LUSC	0,6126
TCGA-77-A5G3-01A	TCGA-LUSC	0,8179
TCGA-77-A5G6-01A	TCGA-LUSC	0,8184
TCGA-77-A5G7-01A	TCGA-LUSC	NA
TCGA-77-A5G8-01A	TCGA-LUSC	NA
TCGA-77-A5GA-01A	TCGA-LUSC	0,6197
TCGA-77-A5GB-01A	TCGA-LUSC	NA
TCGA-77-A5GF-01A	TCGA-LUSC	0,8082
TCGA-77-A5GH-01A	TCGA-LUSC	0,4658
TCGA-79-5596-01A	TCGA-LUSC	0,8266
TCGA-85-6175-01A	TCGA-LUSC	0,5585
TCGA-85-6560-01A	TCGA-LUSC	0,6656
TCGA-85-6561-01A	TCGA-LUSC	0,4095
TCGA-85-6798-01A	TCGA-LUSC	0,729
TCGA-85-7696-01A	TCGA-LUSC	0,8163
TCGA-85-7697-01A	TCGA-LUSC	0,5804
TCGA-85-7698-01A	TCGA-LUSC	0,7388
TCGA-85-7699-01A	TCGA-LUSC	0,6264
TCGA-85-7710-01A	TCGA-LUSC	0,8126
TCGA-85-7843-01A	TCGA-LUSC	0,6742
TCGA-85-7844-01A	TCGA-LUSC	0,6146
TCGA-85-7950-01A	TCGA-LUSC	0,5969
TCGA-85-8048-01A	TCGA-LUSC	0,3604
TCGA-85-8049-01A	TCGA-LUSC	0,4357
TCGA-85-8052-01A	TCGA-LUSC	0,6469
TCGA-85-8070-01A	TCGA-LUSC	0,9026
TCGA-85-8071-01A	TCGA-LUSC	0,9177
TCGA-85-8072-01A	TCGA-LUSC	0,7465
TCGA-85-8276-01A	TCGA-LUSC	0,5013
TCGA-85-8277-01A	TCGA-LUSC	0,7258
TCGA-85-8287-01A	TCGA-LUSC	0,4853
TCGA-85-8288-01A	TCGA-LUSC	0,6913
TCGA-85-8350-01A	TCGA-LUSC	0,6028
TCGA-85-8351-01A	TCGA-LUSC	0,6858
TCGA-85-8352-01A	TCGA-LUSC	0,9876
TCGA-85-8353-01A	TCGA-LUSC	0,5628
TCGA-85-8354-01A	TCGA-LUSC	0,911
TCGA-85-8355-01A	TCGA-LUSC	0,3979
TCGA-85-8479-01A	TCGA-LUSC	0,7019
TCGA-85-8481-01A	TCGA-LUSC	0,5649
TCGA-85-8580-01A	TCGA-LUSC	0,6126
TCGA-85-8582-01A	TCGA-LUSC	0,5901
TCGA-85-8584-01A	TCGA-LUSC	0,6126
TCGA-85-8664-01A	TCGA-LUSC	0,7564
TCGA-85-8666-01A	TCGA-LUSC	0,6352
TCGA-85-A4CL-01A	TCGA-LUSC	0,6834
TCGA-85-A4CN-01A	TCGA-LUSC	0,7019
TCGA-85-A4JB-01A	TCGA-LUSC	0,7019
TCGA-85-A4JC-01A	TCGA-LUSC	0,6845
TCGA-85-A4PA-01A	TCGA-LUSC	0,1477
TCGA-85-A4QQ-01A	TCGA-LUSC	0,6573
TCGA-85-A4QR-01A	TCGA-LUSC	0,7913
TCGA-85-A50M-01A	TCGA-LUSC	0,7019
TCGA-85-A50Z-01A	TCGA-LUSC	0,7019
TCGA-85-A510-01A	TCGA-LUSC	0,6437
TCGA-85-A511-01A	TCGA-LUSC	0,6176
TCGA-85-A512-01A	TCGA-LUSC	0,8318
TCGA-85-A513-01A	TCGA-LUSC	0,4337
TCGA-85-A53L-01A	TCGA-LUSC	0,7243
TCGA-85-A5B5-01A	TCGA-LUSC	0,919
TCGA-90-7964-01A	TCGA-LUSC	0,7288
TCGA-90-A4ED-01A	TCGA-LUSC	0,706
TCGA-90-A4EE-01A	TCGA-LUSC	0,4679
TCGA-90-A59Q-01A	TCGA-LUSC	0,4726
TCGA-92-7340-01A	TCGA-LUSC	0,6093
TCGA-92-7341-01A	TCGA-LUSC	0,7643
TCGA-92-8063-01A	TCGA-LUSC	0,6465
TCGA-92-8064-01A	TCGA-LUSC	0,4947
TCGA-92-8065-01A	TCGA-LUSC	0,637
TCGA-94-7033-01A	TCGA-LUSC	0,6634
TCGA-94-7557-01A	TCGA-LUSC	0,6086
TCGA-94-7943-01A	TCGA-LUSC	0,7667
TCGA-94-8035-01A	TCGA-LUSC	0,5813
TCGA-94-8490-01A	TCGA-LUSC	0,8434
TCGA-94-8491-01A	TCGA-LUSC	0,6167
TCGA-94-A4VJ-01A	TCGA-LUSC	0,7581
TCGA-94-A5I4-01A	TCGA-LUSC	0,8602
TCGA-94-A5I6-01A	TCGA-LUSC	0,8752
TCGA-96-7544-01A	TCGA-LUSC	0,6422
TCGA-96-7545-01A	TCGA-LUSC	0,6006
TCGA-96-8169-01A	TCGA-LUSC	0,643
TCGA-96-8170-01A	TCGA-LUSC	0,6409
TCGA-96-A4JK-01A	TCGA-LUSC	0,7019
TCGA-96-A4JL-01A	TCGA-LUSC	0,4837
TCGA-98-7454-01A	TCGA-LUSC	0,394
TCGA-98-8020-01A	TCGA-LUSC	0,5991
TCGA-98-8021-01A	TCGA-LUSC	0,7345
TCGA-98-8022-01A	TCGA-LUSC	0,5867
TCGA-98-8023-01A	TCGA-LUSC	0,4752
TCGA-98-A538-01A	TCGA-LUSC	0,7019
TCGA-98-A539-01A	TCGA-LUSC	0,7466
TCGA-98-A53A-01A	TCGA-LUSC	0,6724
TCGA-98-A53B-01A	TCGA-LUSC	0,7019
TCGA-98-A53C-01A	TCGA-LUSC	0,3703
TCGA-98-A53D-01A	TCGA-LUSC	0,4181
TCGA-98-A53H-01A	TCGA-LUSC	0,3879
TCGA-98-A53I-01A	TCGA-LUSC	0,6609
TCGA-98-A53J-01A	TCGA-LUSC	0,6573
TCGA-J1-A4AH-01A	TCGA-LUSC	0,7741
TCGA-L3-A4E7-01A	TCGA-LUSC	0,7243
TCGA-L3-A524-01A	TCGA-LUSC	0,8973
TCGA-LA-A446-01A	TCGA-LUSC	0,7742
TCGA-LA-A7SW-01A	TCGA-LUSC	0,92
TCGA-MF-A522-01A	TCGA-LUSC	0,9253
TCGA-NC-A5HD-01A	TCGA-LUSC	0,7779
TCGA-NC-A5HE-01A	TCGA-LUSC	0,4126
TCGA-NC-A5HF-01A	TCGA-LUSC	0,8257
TCGA-NC-A5HG-01A	TCGA-LUSC	0,7357
TCGA-NC-A5HH-01A	TCGA-LUSC	0,8494
TCGA-NC-A5HI-01A	TCGA-LUSC	0,7565
TCGA-NC-A5HJ-01A	TCGA-LUSC	0,559
